word,is_solution,first_entropy
meats,0,5.240231
meaty,1,5.014619
mebos,0,4.490629
mecca,1,4.098246
mechs,0,4.346860
mecks,0,4.152057
medal,1,4.965580
media,1,4.778878
medic,1,4.472742
medii,0,3.843701
medle,0,4.445295
meeds,0,4.121292
meers,0,4.566259
meets,0,4.462257
meffs,0,3.454926
meins,0,4.935406
meint,0,5.144828
meiny,0,4.740173
meith,0,4.888825
mekka,0,3.616260
melas,0,5.123155
melba,0,4.656221
melds,0,4.637800
melee,1,3.887237
melic,0,4.773338
melik,0,4.531936
mells,0,4.232047
melon,1,4.946600
melts,0,4.974635
melty,0,4.744005
memes,0,3.612927
memos,0,4.021535
menad,0,4.905159
mends,0,4.552967
mened,0,4.319776
menes,0,4.457350
menge,0,4.207025
mengs,0,4.463063
mensa,0,5.057767
mense,0,4.618776
mensh,0,4.714738
menta,0,5.074965
mento,0,4.920866
menus,0,4.644435
meous,0,4.739673
meows,0,4.422556
merch,0,4.738684
mercs,0,4.928160
mercy,1,4.735620
merde,0,4.524114
mered,0,4.527852
merel,0,4.763402
merer,0,4.048061
meres,0,4.665461
merge,1,4.441606
meril,0,5.197315
meris,0,5.089268
merit,1,5.306925
merks,0,4.544959
merle,0,4.831149
merls,0,5.081200
merry,1,4.209906
merse,0,4.836626
mesal,0,5.193023
mesas,0,4.327853
mesel,0,4.610343
meses,0,3.725890
meshy,0,4.335180
mesic,0,4.706699
mesne,0,4.578037
meson,0,4.902872
messy,0,3.946139
mesto,0,4.935431
metal,1,5.243453
meted,0,4.389650
meter,1,4.733554
metes,0,4.531505
metho,0,4.645895
meths,0,4.602150
metic,0,4.773667
metif,0,4.525976
metis,0,4.949879
metol,0,5.078715
metre,0,4.835335
metro,1,5.128853
meuse,0,4.537026
meved,0,3.735304
meves,0,3.875346
mewed,0,3.821559
mewls,0,4.421848
meynt,0,4.737875
mezes,0,3.641472
mezze,0,2.798317
mezzo,0,3.091687
mhorr,0,4.074385
miaou,0,4.574157
miaow,0,4.406266
miasm,0,4.162745
miaul,0,4.829651
micas,0,4.627279
miche,0,4.608939
micht,0,4.312364
micks,0,3.923122
micky,0,3.754055
micos,0,4.481410
micra,0,4.773340
micro,1,4.670008
middy,0,3.366220
midge,1,4.508008
midgy,0,3.883862
midis,0,3.605466
midst,1,4.623193
miens,0,4.880718
mieve,0,4.014221
miffs,0,3.218730
miffy,0,3.069708
mifty,0,4.024756
miggs,0,3.411689
might,1,4.161096
mihas,0,4.493207
mihis,0,3.561958
miked,0,4.301764
mikes,0,4.456309
mikra,0,4.419814
mikva,0,3.634502
milch,0,4.375859
milds,0,4.396599
miler,0,5.198944
miles,0,5.047207
milfs,0,4.165528
milia,0,4.050469
milko,0,4.200776
milks,0,4.170744
milky,1,3.993183
mille,0,4.493105
mills,0,3.990788
milor,0,4.962633
milos,0,4.714551
milpa,0,4.509851
milts,0,4.733193
milty,0,4.553750
miltz,0,3.946511
mimed,0,3.981506
mimeo,0,4.133388
mimer,0,4.325656
mimes,0,4.132474
mimic,1,2.818530
mimsy,0,3.670941
minae,0,5.229091
minar,0,5.066860
minas,0,4.771140
mince,1,4.937396
mincy,0,4.286795
minds,0,4.306228
mined,0,4.795874
miner,1,5.126933
mines,0,4.950677
minge,0,4.690883
mings,0,4.217632
mingy,0,4.071531
minim,1,3.019858
minis,0,3.828631
minke,0,4.564690
minks,0,4.075312
minny,0,3.673065
minor,1,4.899903
minos,0,4.627602
mints,0,4.648110
minty,1,4.470093
minus,1,4.397457
mired,0,5.016532
mires,0,5.164189
mirex,0,4.399242
mirid,0,3.913629
mirin,0,4.093153
mirks,0,4.306710
mirky,0,4.129795
mirly,0,4.670545
miros,0,4.856754
mirth,1,4.729716
mirvs,0,4.209504
mirza,0,4.112170
misch,0,4.299805
misdo,0,4.368738
miser,1,5.168693
mises,0,4.234302
misgo,0,4.289314
misos,0,3.904444
missa,0,4.042415
missy,1,3.746183
mists,0,3.913264
misty,0,4.481224
mitch,0,4.359718
miter,0,5.230694
mites,0,5.042837
mitis,0,3.916971
mitre,0,5.341713
mitts,0,3.995730
mixed,0,4.004367
mixen,0,4.191185
mixer,0,4.351147
mixes,0,4.152267
mixte,0,4.324770
mixup,0,3.378125
mizen,0,4.193702
mizzy,0,2.664771
mneme,0,3.621967
moans,0,4.928424
moats,0,5.010382
mobby,0,3.213419
mobes,0,4.621146
mobey,0,4.447910
mobie,0,4.783003
moble,0,4.839031
mocha,1,4.315177
mochi,0,4.117240
mochs,0,4.163466
mochy,0,4.006163
mocks,0,3.961518
modal,1,4.739225
model,1,4.918111
modem,1,3.974676
moder,0,4.953860
modes,0,4.756167
modge,0,4.538237
modii,0,3.654319
modus,0,4.235136
moers,0,5.091941
mofos,0,3.477579
moggy,0,3.313150
mogul,1,4.322519
mohel,0,4.840087
mohos,0,3.669974
mohrs,0,4.525798
mohua,0,4.292077
mohur,0,4.488343
moile,0,5.295216
moils,0,4.839515
moira,0,5.033483
moire,0,5.387742
moist,1,5.020707
moits,0,4.845362
mojos,0,3.106434
mokes,0,4.466468
mokis,0,4.171814
mokos,0,3.444537
molal,0,4.266705
molar,1,5.155468
molas,0,4.885506
molds,0,4.447735
moldy,1,4.281450
moled,0,4.924002
moles,0,5.068227
molla,0,4.163344
molls,0,4.037734
molly,0,3.851690
molto,0,4.130705
molts,0,4.788216
molys,0,4.394488
momes,0,4.151737
momma,0,3.024976
mommy,0,2.733481
momus,0,3.626855
monad,0,4.690349
monal,0,4.947855
monas,0,4.829888
monde,0,4.856057
mondo,0,3.739249
moner,0,5.156139
money,1,4.782342
mongo,0,3.632022
mongs,0,4.286319
monic,0,4.499060
monie,0,5.129506
monks,0,4.137920
monos,0,3.954931
monte,0,5.166739
month,1,4.560166
monty,0,4.526277
moobs,0,3.566829
mooch,0,3.724838
moods,0,3.743107
moody,1,3.595812
mooed,0,4.213798
mooks,0,3.510385
moola,0,4.228480
mooli,0,4.041318
mools,0,4.087174
mooly,0,3.928513
moong,0,3.683842
moons,0,4.003839
moony,0,3.859943
moops,0,3.703432
moors,0,4.177963
moory,0,4.035491
moose,1,4.508011
moots,0,4.088325
moove,0,3.848405
moped,0,4.573313
moper,0,4.911880
mopes,0,4.724605
mopey,0,4.532222
moppy,0,3.351677
mopsy,0,4.282017
mopus,0,4.199927
morae,0,5.458782
moral,1,5.126887
moras,0,5.037787
morat,0,5.272920
moray,0,4.885708
morel,0,5.275550
mores,0,5.174234
moria,0,4.967895
morne,0,5.280856
morns,0,4.838650
moron,1,4.184577
morph,1,4.419005
morra,0,4.368986
morro,0,3.573429
morse,0,5.354801
morts,0,4.929469
mosed,0,4.834240
moses,0,4.253065
mosey,0,4.785996
mosks,0,3.405112
mosso,0,3.292515
mossy,1,3.782759
moste,0,5.160534
mosts,0,3.970769
moted,0,4.912959
motel,1,5.199635
moten,0,5.092210
motes,0,5.055948
motet,0,4.522018
motey,0,4.868910
moths,0,4.416846
mothy,0,4.259721
motif,1,4.339827
motis,0,4.759318
motor,1,4.322090
motte,0,4.513588
motto,1,3.396828
motts,0,4.047410
motty,0,3.871888
motus,0,4.534151
motza,0,4.022878
mouch,0,4.249465
moues,0,4.864777
mould,0,4.483329
mouls,0,4.611101
moult,1,4.827599
mound,1,4.377246
mount,1,4.734091
moups,0,4.236450
mourn,1,4.763729
mouse,1,5.027936
moust,0,4.803078
mousy,0,4.435524
mouth,1,4.474652
moved,0,4.262668
mover,1,4.601460
moves,0,4.410108
movie,1,4.547075
mowas,0,4.321768
mowed,0,4.337237
mower,1,4.675722
mowra,0,4.468536
moxas,0,4.017374
moxie,0,4.315032
moyas,0,4.593779
moyle,0,4.895033
moyls,0,4.474837
mozed,0,4.029792
mozes,0,4.175006
mozos,0,3.135084
mpret,0,5.009627
mucho,0,3.989061
mucic,0,3.501821
mucid,0,4.150632
mucin,0,4.334668
mucks,0,3.725046
mucky,1,3.556078
mucor,0,4.613907
mucro,0,4.500988
mucus,1,3.381710
muddy,1,3.167021
mudge,0,4.319782
mudir,0,4.542450
mudra,0,4.517019
muffs,0,3.023814
mufti,0,3.963792
mugga,0,3.384308
muggs,0,3.224349
muggy,0,3.071719
muhly,0,4.005651
muids,0,4.275036
muils,0,4.613653
muirs,0,4.709123
muist,0,4.800715
mujik,0,3.204908
mulch,1,4.183282
mulct,0,4.560891
muled,0,4.711541
mules,0,4.851481
muley,0,4.649252
mulga,0,4.290107
mulie,0,5.001468
mulla,0,3.939548
mulls,0,3.795062
mulse,0,5.011941
mulsh,0,4.385457
mumms,0,2.637258
mummy,1,2.479610
mumps,0,3.240417
mumsy,0,3.457076
mumus,0,2.691342
munch,1,4.098920
munga,0,4.198253
munge,0,4.508332
mungo,0,4.088829
mungs,0,4.028217
munis,0,4.438663
munts,0,4.448964
muntu,0,3.601252
muons,0,4.535370
mural,1,4.889680
muras,0,4.798678
mured,0,4.830035
mures,0,4.963793
murex,0,4.211388
murid,0,4.522031
murks,0,4.104884
murky,1,3.931411
murls,0,4.638375
murly,0,4.466658
murra,0,4.128075
murre,0,4.452651
murri,0,3.944052
murrs,0,3.966915
murry,0,3.808672
murti,0,4.645399
murva,0,4.170335
musar,0,4.903284
musca,0,4.443468
mused,0,4.612395
muser,0,4.971185
muses,0,4.025938
muset,0,4.978625
musha,0,4.260945
mushy,1,3.939818
music,1,4.281323
musit,0,4.666915
musks,0,3.156333
musky,1,3.727695
musos,0,3.713887
musse,0,4.180761
mussy,0,3.544865
musth,0,4.315213
musts,0,3.713771
musty,1,4.284676
mutch,0,4.172433
muted,0,4.700503
muter,0,5.045078
mutes,0,4.840823
mutha,0,4.332873
mutis,0,4.522270
muton,0,4.567469
mutts,0,3.795368
muxed,0,3.826978
muxes,0,3.966830
muzak,0,3.378433
muzzy,0,2.465803
mvule,0,4.375549
myall,0,4.015928
mylar,0,4.776794
mynah,0,4.314159
mynas,0,4.461421
myoid,0,4.262213
myoma,0,3.668359
myope,0,4.495611
myops,0,4.089446
myopy,0,3.289517
myrrh,1,3.651292
mysid,0,4.118029
mythi,0,3.978351
myths,0,3.996007
mythy,0,3.201376
myxos,0,3.497936
mzees,0,3.597034
naams,0,4.122379
naans,0,3.751550
nabes,0,4.994061
nabis,0,4.670590
nabks,0,4.156625
nabla,0,4.073851
nabob,0,3.845977
nache,0,5.041388
nacho,0,4.577335
nacre,0,5.521918
nadas,0,4.174446
nadir,1,5.109361
naeve,0,4.430720
naevi,0,4.615021
naffs,0,3.637696
nagas,0,4.088870
naggy,0,3.671929
nagor,0,5.016985
nahal,0,4.223807
naiad,0,4.381097
naifs,0,4.635092
naiks,0,4.629889
nails,0,5.188017
naira,0,4.663797
nairu,0,5.042213
naive,1,4.975603
naked,0,4.687523
naker,0,5.029498
nakfa,0,3.376547
nalas,0,4.449027
naled,0,5.273379
nalla,0,3.738253
named,0,4.892586
namer,0,5.213813
names,0,5.033405
namma,0,3.185180
namus,0,4.504050
nanas,0,3.683633
nance,0,4.673662
nancy,0,4.003398
nandu,0,3.814289
nanna,0,2.846121
nanny,1,3.322251
nanos,0,4.322628
nanua,0,3.470640
napas,0,4.146754
naped,0,4.951631
napes,0,5.100057
napoo,0,4.103898
nappa,0,3.247571
nappe,0,4.397684
nappy,0,3.724704
naras,0,4.608955
narco,0,5.148654
narcs,0,5.107878
nards,0,4.948978
nares,0,5.531246
naric,0,5.072422
naris,0,5.237178
narks,0,4.724966
narky,0,4.537321
narre,0,5.061528
nasal,1,4.517515
nashi,0,4.645197
nasty,1,4.891009
natal,1,4.580871
natch,0,4.776979
nates,0,5.425731
natis,0,5.114385
natty,0,4.232692
nauch,0,4.611078
naunt,0,4.371996
naval,1,3.949778
navar,0,4.131771
navel,1,4.901001
naves,0,4.776034
navew,0,4.320125
navvy,0,3.373024
nawab,0,3.542407
nazes,0,4.542196
nazir,0,4.517653
nazis,0,4.227039
nduja,0,3.590750
neafe,0,4.592170
neals,0,5.432472
neaps,0,5.074458
nears,0,5.510888
neath,0,5.271676
neats,0,5.442001
nebek,0,3.903531
nebel,0,4.447143
necks,0,4.346417
neddy,0,3.753646
needs,0,4.322354
needy,1,4.118495
neeld,0,4.509934
neele,0,4.101656
neemb,0,3.876135
neems,0,4.244246
neeps,0,4.298018
neese,0,4.065473
neeze,0,3.181912
negro,0,4.931617
negus,0,4.513294
neifs,0,4.669661
neigh,1,4.653281
neist,0,5.425297
neive,0,4.269001
nelis,0,5.141478
nelly,0,4.188356
nemas,0,4.932461
nemns,0,3.987343
nempt,0,4.606889
nenes,0,3.945477
neons,0,4.436106
neper,0,4.593999
nepit,0,5.030001
neral,0,5.516983
nerds,0,4.963234
nerdy,1,4.760672
nerka,0,4.925034
nerks,0,4.730974
nerol,0,5.363050
nerts,0,5.295085
nertz,0,4.529647
nerve,1,4.352801
nervy,0,4.432745
nests,0,4.353833
netes,0,4.728304
netop,0,4.922593
netts,0,4.424887
netty,0,4.210463
neuks,0,4.444965
neume,0,4.329426
neums,0,4.592252
nevel,0,4.220063
never,1,4.269956
neves,0,4.076327
nevus,0,4.285506
newbs,0,4.108790
newed,0,4.022382
newel,0,4.304208
newer,1,4.350396
newie,0,4.308079
newly,1,4.389590
newsy,0,4.388535
newts,0,4.615497
nexts,0,4.292210
nexus,0,4.040818
ngaio,0,4.625703
ngana,0,3.272029
ngati,0,4.644979
ngoma,0,4.250061
ngwee,0,3.867160
nicad,0,4.677087
nicer,1,5.183412
niche,1,4.791144
nicht,0,4.496829
nicks,0,4.113818
nicol,0,4.838504
nidal,0,4.882446
nided,0,4.196375
nides,0,4.928231
nidor,0,4.904877
nidus,0,4.379427
niece,1,4.715021
niefs,0,4.590988
nieve,0,4.207984
nifes,0,4.688580
niffs,0,3.412831
niffy,0,3.265823
nifty,0,4.217820
niger,0,5.018886
nighs,0,4.154502
night,1,4.333052
nihil,0,3.894804
nikab,0,4.120355
nikah,0,4.346045
nikau,0,4.213909
nills,0,4.169792
nimbi,0,3.233426
nimbs,0,4.027968
nimps,0,4.160451
niner,0,4.605949
nines,0,4.434381
ninja,1,3.320096
ninny,1,3.087180
ninon,0,3.347393
ninth,1,3.968173
nipas,0,4.721171
nippy,0,3.509947
niqab,0,3.773255
nirls,0,4.997541
nirly,0,4.829639
nisei,0,4.366804
nisse,0,4.579896
nisus,0,3.862229
niter,0,5.403434
nites,0,5.230959
nitid,0,3.965100
niton,0,4.241264
nitre,0,5.515877
nitro,0,5.077187
nitry,0,4.875651
nitty,0,4.018730
nival,0,4.522624
nixed,0,4.193476
nixer,0,4.527780
nixes,0,4.344255
nixie,0,3.709937
nizam,0,3.876773
nkosi,0,4.282911
noahs,0,4.828603
nobby,0,3.412302
noble,1,5.014826
nobly,1,4.380787
nocks,0,4.158367
nodal,0,4.936885
noddy,0,3.611655
nodes,0,4.954003
nodus,0,4.438364
noels,0,5.178345
noggs,0,3.661176
nohow,0,3.396585
noils,0,5.019257
noily,0,4.851147
noint,0,4.422631
noirs,0,5.115489
noise,1,5.436815
noisy,1,4.839618
noles,0,5.248481
nolls,0,4.212930
nolos,0,4.203060
nomad,1,4.577392
nomas,0,4.709078
nomen,0,4.185994
nomes,0,4.864009
nomic,0,4.385384
nomoi,0,3.786154
nomos,0,3.832361
nonas,0,4.311700
nonce,0,4.477136
nones,0,4.471436
nonet,0,4.687516
nongs,0,3.761400
nonis,0,4.158764
nonny,0,3.145403
nonyl,0,3.933285
noobs,0,3.772003
nooit,0,4.467105
nooks,0,3.713009
nooky,0,3.534620
noons,0,3.487696
noops,0,3.908356
noose,1,4.696969
nopal,0,4.889267
noria,0,5.163756
noris,0,5.066740
norks,0,4.542306
norma,0,4.853333
norms,0,4.695756
north,1,4.960115
nosed,0,5.033087
noser,0,5.359521
noses,0,4.452323
nosey,1,4.975542
notal,0,5.211774
notch,1,4.601094
noted,0,5.116377
noter,0,5.426188
notes,0,5.250019
notum,0,4.475569
nould,0,4.667903
noule,0,5.251796
nouls,0,4.795293
nouns,0,3.998668
nouny,0,3.831366
noups,0,4.443120
novae,0,4.873922
novas,0,4.465157
novel,1,4.742791
novum,0,3.830799
noway,0,4.363528
nowed,0,4.526123
nowls,0,4.393031
nowts,0,4.409261
nowty,0,4.224905
noxal,0,4.338164
noxes,0,4.374729
noyau,0,4.546041
noyed,0,4.749077
noyes,0,4.905138
nubby,0,3.165799
nubia,0,4.382398
nucha,0,4.276583
nuddy,0,3.368964
nuder,0,4.936221
nudes,0,4.740642
nudge,1,4.500195
nudie,0,4.892801
nudzh,0,3.404243
nuffs,0,3.216357
nugae,0,4.906902
nuked,0,4.307955
nukes,0,4.462320
nulla,0,4.127836
nulls,0,3.976454
numbs,0,3.829285
numen,0,3.962473
nummy,0,3.257270
nunny,0,2.895905
nurds,0,4.525570
nurdy,0,4.372120
nurls,0,4.796638
nurrs,0,4.150030
nurse,1,5.313797
nutso,0,4.777827
nutsy,0,4.549706
nutty,1,3.814940
nyaff,0,3.445313
nyala,0,4.183500
nying,0,3.484888
nylon,1,3.868269
nymph,1,3.655738
nyssa,0,3.913162
oaked,0,4.688466
oaken,1,4.876187
oaker,0,5.036239
oakum,0,4.073161
oared,0,5.419757
oases,0,4.623684
oasis,0,4.299484
oasts,0,4.392383
oaten,0,5.485553
oater,0,5.628423
oaths,0,4.831787
oaves,0,4.779976
obang,0,4.319154
obeah,0,4.621408
obeli,0,4.623152
obese,1,4.391927
obeys,0,4.267248
obias,0,4.589015
obied,0,4.655860
obiit,0,3.927025
obits,0,4.544670
objet,0,4.085568
oboes,0,4.113797
obole,0,4.324310
oboli,0,3.818052
obols,0,3.854324
occam,0,3.705158
occur,1,3.953754
ocean,1,5.034766
ocher,0,4.823329
oches,0,4.593789
ochre,0,4.922668
ochry,0,4.301342
ocker,0,4.601395
ocrea,0,5.275146
octad,0,4.710294
octal,1,4.965303
octan,0,4.901069
octas,0,4.815473
octet,1,4.451038
octyl,0,4.465167
oculi,0,4.503610
odahs,0,4.449555
odals,0,4.830711
odder,1,4.225825
oddly,1,3.591726
odeon,0,4.137736
odeum,0,4.288095
odism,0,4.347281
odist,0,4.835367
odium,0,4.137503
odors,0,4.066529
odour,0,4.054250
odyle,0,4.732142
odyls,0,4.295464
ofays,0,4.234324
offal,1,3.700993
offed,0,3.593176
offer,1,3.937220
offie,0,3.863362
oflag,0,4.221545
often,1,4.729841
ofter,0,4.874264
ogams,0,4.330850
ogeed,0,4.135414
ogees,0,4.273047
oggin,0,3.635591
ogham,0,3.993716
ogive,0,4.311888
ogled,0,4.675915
ogler,0,4.974276
ogles,0,4.807296
ogmic,0,3.924915
ogres,0,4.934714
ohias,0,4.814642
ohing,0,4.327622
ohmic,0,4.129908
ohone,0,4.443719
oidia,0,3.962527
oiled,0,5.101531
oiler,0,5.406298
oinks,0,4.342480
oints,0,4.919202
ojime,0,4.121632
okapi,0,4.136050
okays,0,4.227729
okehs,0,4.208319
okras,0,4.668673
oktas,0,4.512732
olden,1,5.058168
older,1,5.174711
oldie,0,5.158744
oleic,0,4.993672
olein,0,5.194432
olent,0,5.307673
oleos,0,4.499211
oleum,0,4.687628
olios,0,4.353555
olive,1,4.806341
ollas,0,4.403451
ollav,0,3.842756
oller,0,4.732737
ollie,0,4.711544
ology,0,3.835218
olpae,0,5.240806
olpes,0,4.978278
omasa,0,4.131341
omber,0,4.603605
ombre,1,4.701763
ombus,0,3.860925
omega,1,4.477928
omens,0,4.658107
omers,0,4.847175
omits,0,4.608785
omlah,0,4.552938
omovs,0,3.243300
omrah,0,4.718147
oncer,0,5.101998
onces,0,4.916153
oncet,0,5.129150
oncus,0,4.398727
onely,0,4.868623
oners,0,5.143587
onery,0,4.976884
onion,1,3.504165
onium,0,4.372580
onkus,0,4.049179
onlay,0,4.820096
onned,0,4.217844
onset,1,5.293635
ontic,0,4.668962
oobit,0,4.127063
oohed,0,4.104944
oomph,0,3.469219
oonts,0,4.301305
ooped,0,4.135003
oorie,0,4.892945
ooses,0,3.812530
ootid,0,4.194826
oozed,0,3.575565
oozes,0,3.716251
opahs,0,4.466286
opals,0,4.845967
opens,0,4.731531
opepe,0,3.663873
opera,1,5.077097
opine,1,5.019529
oping,0,4.247144
opium,1,4.148117
oppos,0,2.999934
opsin,0,4.573125
opted,0,4.781769
opter,0,5.127711
optic,1,4.448563
orach,0,5.027752
oracy,0,5.067729
orals,0,5.342042
orang,0,4.991488
orant,0,5.533516
orate,0,5.817161
orbed,0,4.869203
orbit,1,4.953903
orcas,0,5.069307
orcin,0,4.963895
order,1,4.525255
ordos,0,4.148105
oread,0,5.293775
orfes,0,4.879902
organ,1,4.962875
orgia,0,4.867650
orgic,0,4.587520
orgue,0,4.988959
oribi,0,3.922312
oriel,0,5.540227
orixa,0,4.394627
orles,0,5.382397
orlon,0,4.438912
orlop,0,4.212360
ormer,0,4.434597
ornis,0,5.072610
orpin,0,4.857525
orris,0,4.468712
ortho,0,4.191432
orval,0,4.755685
orzos,0,3.563287
oscar,0,5.008192
oshac,0,4.405253
osier,0,5.307684
osmic,0,4.213790
osmol,0,3.863893
ossia,0,4.092478
ostia,0,4.875369
otaku,0,4.362615
otary,0,5.123986
other,1,5.045676
ottar,0,4.644098
otter,1,4.684755
ottos,0,3.453160
oubit,0,4.553063
oucht,0,4.412436
ouens,0,4.911270
ought,1,4.251105
ouija,0,3.911386
oulks,0,4.254186
oumas,0,4.514248
ounce,1,5.012944
oundy,0,4.259037
oupas,0,4.575241
ouped,0,4.614321
ouphe,0,4.591468
ouphs,0,4.132418
ourie,0,5.313502
ousel,0,5.167600
ousts,0,3.999070
outby,0,4.166695
outdo,1,3.866559
outed,0,4.939573
outer,1,5.280644
outgo,1,3.771953
outre,0,5.375945
outro,0,4.308651
outta,0,4.194142
ouzel,0,4.355925
ouzos,0,3.206192
ovals,0,4.534573
ovary,1,4.487473
ovate,1,4.959894
ovels,0,4.498234
ovens,0,4.413593
overs,0,4.589531
overt,1,4.807586
ovine,1,4.666800
ovist,0,4.545988
ovoid,1,3.501296
ovoli,0,3.621818
ovolo,0,2.893617
ovule,0,4.606798
owche,0,4.268931
owies,0,4.713972
owing,1,4.025093
owled,0,4.559122
owler,0,4.850609
owlet,0,4.910199
owned,0,4.496049
owner,1,4.807235
owres,0,4.820673
owrie,0,4.968517
owsen,0,4.665274
oxbow,0,2.451154
oxers,0,4.381171
oxeye,0,3.596097
oxide,1,4.225143
oxids,0,3.782419
oxies,0,4.383472
oxime,0,4.139781
oxims,0,3.703619
oxlip,0,3.839009
oxter,0,4.554969
oyers,0,4.921675
ozeki,0,3.602204
ozone,1,3.803133
ozzie,0,3.486680
paals,0,4.397029
paans,0,4.337965
pacas,0,4.119389
paced,0,4.943139
pacer,0,5.297724
paces,0,5.078517
pacey,0,4.892360
pacha,0,3.796663
packs,0,4.216606
pacos,0,4.758941
pacta,0,4.182231
pacts,0,4.798858
paddy,1,3.662872
padis,0,4.682736
padle,0,5.241005
padma,0,3.683783
padre,0,5.346694
padri,0,4.798029
paean,0,4.612548
paedo,0,4.921370
paeon,0,5.207529
pagan,1,4.009676
paged,0,4.786484
pager,0,5.130909
pages,0,4.917949
pagle,0,5.153200
pagod,0,4.474477
pagri,0,4.706694
paiks,0,4.500369
pails,0,5.072392
pains,0,4.975252
paint,1,5.183879
paire,0,5.652893
pairs,0,5.161344
paisa,0,4.420815
paise,0,5.518517
pakka,0,2.862246
palas,0,4.327512
palay,0,4.172790
palea,0,4.670047
paled,0,5.159196
paler,1,5.464839
pales,0,5.295529
palet,0,5.513464
palis,0,4.979486
palki,0,4.404714
palla,0,3.626034
palls,0,4.255258
pally,0,4.086277
palms,0,4.587562
palmy,0,4.439156
palpi,0,4.034086
palps,0,4.074726
palsa,0,4.354617
palsy,1,4.830303
pampa,0,3.065463
panax,0,3.519136
pance,0,5.271535
panda,0,4.011836
pands,0,4.613914
pandy,0,4.475130
paned,0,5.101594
panel,1,5.369860
panes,0,5.229688
panga,0,3.904886
pangs,0,4.524085
panic,1,4.747434
panim,0,4.634552
panko,0,4.423374
panne,0,4.638021
panni,0,4.082215
pansy,1,4.774203
panto,0,4.982280
pants,0,4.946338
panty,0,4.783731
paoli,0,4.969239
paolo,0,4.424142
papal,1,3.566584
papas,0,3.430413
papaw,0,2.982634
paper,1,4.602896
papes,0,4.389189
pappi,0,3.078759
pappy,0,2.974260
parae,0,4.958756
paras,0,4.490880
parch,0,4.825701
pardi,0,4.795170
pards,0,4.832088
pardy,0,4.684224
pared,0,5.289367
paren,0,5.457104
pareo,0,5.433189
parer,1,4.824934
pares,0,5.419938
pareu,0,5.184909
parev,0,4.873645
parge,0,5.243673
pargo,0,4.807020
paris,0,5.125321
parka,1,3.985298
parki,0,4.553349
parks,0,4.608305
parky,0,4.434087
parle,0,5.618318
parly,0,4.957647
parma,0,4.127305
parol,0,5.253150
parps,0,4.235163
parra,0,3.843001
parrs,0,4.459350
parry,1,4.302617
parse,1,5.629691
parti,0,5.124882
parts,0,5.171637
party,1,5.003298
parve,0,4.984342
parvo,0,4.553316
paseo,0,5.217772
pases,0,4.488613
pasha,0,3.944754
pashm,0,4.293220
paska,0,3.747579
paspy,0,3.842035
passe,0,4.670348
pasta,1,4.309002
paste,1,5.421904
pasts,0,4.200105
pasty,1,4.759037
patch,1,4.665799
pated,0,5.165508
paten,0,5.364206
pater,0,5.515101
pates,0,5.299234
paths,0,4.642773
patin,0,5.040208
patio,1,4.964509
patka,0,3.842978
patly,0,4.851845
patsy,1,4.834843
patte,0,4.786077
patty,1,4.118597
patus,0,4.760359
pauas,0,4.170278
pauls,0,4.836823
pause,1,5.285657
pavan,0,3.772039
paved,0,4.511562
paven,0,4.706410
paver,0,4.862300
paves,0,4.650197
pavid,0,4.209444
pavin,0,4.406285
pavis,0,4.356735
pawas,0,3.780380
pawaw,0,2.927219
pawed,0,4.595659
pawer,0,4.943510
pawks,0,3.894667
pawky,0,3.724413
pawls,0,4.453236
pawns,0,4.393822
paxes,0,4.421848
payed,0,4.809558
payee,1,4.613727
payer,1,5.166141
payor,0,4.969899
paysd,0,4.524661
peace,1,4.846264
peach,1,4.934818
peage,0,4.618885
peags,0,4.896835
peaks,0,4.730397
peaky,0,4.520798
peals,0,5.319017
peans,0,5.230898
peare,0,5.138523
pearl,1,5.529943
pears,0,5.399247
peart,0,5.653166
pease,0,4.983879
peats,0,5.316124
peaty,0,5.107787
peavy,0,4.457830
peaze,0,4.121922
pebas,0,4.761992
pecan,1,5.039308
pechs,0,4.414343
pecke,0,3.983732
pecks,0,4.223849
pecky,0,4.018898
pedal,1,5.049114
pedes,0,4.302928
pedis,0,4.719366
pedro,0,4.920322
peece,0,3.801892
peeks,0,3.962268
peels,0,4.548152
peens,0,4.464514
peeoy,0,4.285025
peepe,0,3.052958
peeps,0,3.604617
peers,0,4.635637
peery,0,4.458153
peeve,0,3.293974
peggy,0,3.552606
peghs,0,4.277338
peins,0,5.011985
peise,0,4.822778
peize,0,3.942992
pekan,0,4.671366
pekes,0,4.011081
pekin,0,4.482509
pekoe,0,4.162436
pelas,0,5.195411
pelau,0,4.955691
peles,0,4.611663
pelfs,0,4.473601
pells,0,4.300966
pelma,0,4.809945
pelon,0,5.035015
pelta,0,5.221760
pelts,0,5.038517
penal,1,5.262342
pence,1,4.531145
pends,0,4.636851
pendu,0,4.477441
pened,0,4.414048
penes,0,4.538720
pengo,0,4.589791
penie,0,4.707605
penis,0,4.951928
penks,0,4.402566
penna,0,4.341841
penne,1,3.905024
penni,0,4.124653
penny,1,3.964681
pents,0,4.973865
peons,0,5.017952
peony,0,4.835201
pepla,0,4.337296
pepos,0,4.092695
peppy,0,2.966305
pepsi,0,4.080528
perai,0,5.275862
perce,0,4.757153
perch,1,4.819770
percs,0,5.000947
perdu,0,4.682248
perdy,0,4.669206
perea,0,4.923989
